yoa	country	gender	perc
2010	SU	M	0.0145
2010	SY	F	0.002
2010	SY	M	0.0
2010	TB	F	0.0
2010	TB	M	0.0
2010	TH	F	0.0669
2010	TH	M	0.0525
2010	TO	F	0.0
2010	TO	M	0.0
2010	TS	F	0.0
2010	TS	M	0.0
2010	TU	F	0.0
2010	TU	M	0.0
2010	TX	F	0.0
2010	TX	M	0.0
2010	TZ	F	0.0101
2010	TZ	M	0.0163
2010	UG	F	0.002
2010	UG	M	0.0
2010	UP	F	0.0
2010	UP	M	0.0
2010	UZ	F	0.0
2010	UZ	M	0.0
2010	VE	F	0.0
2010	VE	M	0.0
2010	VN	F	0.0
2010	VN	M	0.0
2010	YM	F	0.0
2010	YM	M	0.0018
2010	YO	F	0.0
2010	YO	M	0.0
2010	ZA	F	0.002
2010	ZA	M	0.0
2010	ZI	F	0.0
2010	ZI	M	0.0
2010	ZR	F	0.0
2010	ZR	M	0.0
2011	AB	F	0.0
2011	AB	M	0.0
2011	AF	F	0.0148
2011	AF	M	0.0111
2011	AJ	F	0.0
2011	AJ	M	0.0
2011	AK	F	0.0
2011	AK	M	0.0
2011	AM	F	0.0
2011	AM	M	0.0
2011	AO	F	0.0
2011	AO	M	0.0
2011	AR	F	0.0
2011	AR	M	0.0
2011	AU	F	0.0
2011	AU	M	0.0
2011	BA	F	0.0
2011	BA	M	0.0
2011	BC	F	0.0
2011	BC	M	0.0
2011	BE	F	0.0
2011	BE	M	0.0
2011	BK	F	0.0
2011	BK	M	0.0
2011	BM	F	0.202
2011	BM	M	0.245
2011	BO	F	0.0
2011	BO	M	0.0
2011	BR	F	0.0
2011	BR	M	0.0
2011	BT	F	0.1379
2011	BT	M	0.1091
2011	BY	F	0.0025
2011	BY	M	0.0022
2011	CB	F	0.0
2011	CB	M	0.0
2011	CD	F	0.0099
2011	CD	M	0.0089
2011	CE	F	0.0049
2011	CE	M	0.0089
2011	CG	F	0.0025
2011	CG	M	0.0
2011	CH	F	0.0
2011	CH	M	0.0
2011	CI	F	0.0
2011	CI	M	0.0
2011	CM	F	0.0
2011	CM	M	0.0
2011	CN	F	0.0
2011	CN	M	0.0
2011	CO	F	0.0
2011	CO	M	0.0
2011	CT	F	0.0
2011	CT	M	0.0022
2011	CU	F	0.0296
2011	CU	M	0.0312
2011	DA	F	0.0
2011	DA	M	0.0
2011	DC	F	0.0443
2011	DC	M	0.0312
2011	DJ	F	0.0
2011	DJ	M	0.0
2011	EC	F	0.0
2011	EC	M	0.0
2011	EG	F	0.0
2011	EG	M	0.0022
2011	ER	F	0.0172
2011	ER	M	0.0445
2011	ET	F	0.0468
2011	ET	M	0.02
2011	GA	F	0.0
2011	GA	M	0.0
2011	GB	F	0.0
2011	GB	M	0.0
2011	GG	F	0.0
2011	GG	M	0.0
2011	GH	F	0.0
2011	GH	M	0.0
2011	GT	F	0.0
2011	GT	M	0.0
2011	GU	F	0.0
2011	GU	M	0.0
2011	HA	F	0.0
2011	HA	M	0.0
2011	HK	F	0.0
2011	HK	M	0.0
2011	HO	F	0.0
2011	HO	M	0.0
2011	ID	F	0.0
2011	ID	M	0.0
2011	IN	F	0.0
2011	IN	M	0.0
2011	IR	F	0.0591
2011	IR	M	0.0624
2011	IS	F	0.0
2011	IS	M	0.0
2011	IV	F	0.0
2011	IV	M	0.0022
2011	IZ	F	0.069
2011	IZ	M	0.0668
2011	JO	F	0.0025
2011	JO	M	0.0
2011	KA	F	0.0
2011	KA	M	0.0
2011	KC	F	0.0
2011	KC	M	0.0
2011	KE	F	0.0493
2011	KE	M	0.0379
2011	KG	F	0.0
2011	KG	M	0.0
2011	KM	F	0.0
2011	KM	M	0.0
2011	KN	F	0.0049
2011	KN	M	0.0022
2011	KRI	F	0.0
2011	KRI	M	0.0
2011	KU	F	0.0049
2011	KU	M	0.0045
2011	KZ	F	0.0
2011	KZ	M	0.0
2011	LA	F	0.0
2011	LA	M	0.0
2011	LE	F	0.0
2011	LE	M	0.0
2011	LI	F	0.0
2011	LI	M	0.0
2011	LO	F	0.0
2011	LO	M	0.0
2011	LY	F	0.0
2011	LY	M	0.0
2011	MA	F	0.0
2011	MA	M	0.0
2011	MD	F	0.0
2011	MD	M	0.0
2011	MI	F	0.0
2011	MI	M	0.0
2011	MLT	F	0.0
2011	MLT	M	0.0022
2011	MM	F	0.0
2011	MM	M	0.0
2011	MO	F	0.0
2011	MO	M	0.0
2011	MT	F	0.0
2011	MT	M	0.0
2011	MU	F	0.0
2011	MU	M	0.0
2011	MX	F	0.0
2011	MX	M	0.0
2011	MY	F	0.0222
2011	MY	M	0.0156
2011	MZ	F	0.0049
2011	MZ	M	0.0
2011	NI	F	0.0
2011	NI	M	0.0
2011	NM	F	0.0
2011	NM	M	0.0
2011	NP	F	0.0616
2011	NP	M	0.0579
2011	PAL	F	0.0
2011	PAL	M	0.0
2011	PE	F	0.0
2011	PE	M	0.0022
2011	PH	F	0.0
2011	PH	M	0.0
2011	PK	F	0.0
2011	PK	M	0.0
2011	RG	F	0.0
2011	RG	M	0.0
2011	RO	F	0.0
2011	RO	M	0.0
2011	RS	F	0.0025
2011	RS	M	0.0045
2011	RW	F	0.0025
2011	RW	M	0.0067
2011	SA	F	0.0
2011	SA	M	0.0
2011	SB	F	0.0
2011	SB	M	0.0
2011	SD	F	0.0
2011	SD	M	0.0
2011	SF	F	0.0
2011	SF	M	0.0
2011	SG	F	0.0
2011	SG	M	0.0
2011	SH	F	0.0
2011	SH	M	0.0
2011	SK	F	0.0
2011	SK	M	0.0
2011	SL	F	0.0
2011	SL	M	0.0
2011	SO	F	0.1182
2011	SO	M	0.0757
2011	SR	F	0.0
2011	SR	M	0.0
2011	SSU	F	0.0
2011	SSU	M	0.0
2011	SU	F	0.0074
2011	SU	M	0.0445
2011	SY	F	0.0
2011	SY	M	0.0
2011	TB	F	0.0
2011	TB	M	0.0
2011	TH	F	0.069
2011	TH	M	0.0802
2011	TO	F	0.0
2011	TO	M	0.0
2011	TS	F	0.0
2011	TS	M	0.0
2011	TU	F	0.0025
2011	TU	M	0.0
2011	TX	F	0.0
2011	TX	M	0.0
2011	TZ	F	0.0074
2011	TZ	M	0.0045
2011	UG	F	0.0
2011	UG	M	0.0134
2011	UP	F	0.0
2011	UP	M	0.0
2011	UZ	F	0.0
2011	UZ	M	0.0
2011	VE	F	0.0
2011	VE	M	0.0
2011	VN	F	0.0
2011	VN	M	0.0
2011	YM	F	0.0
2011	YM	M	0.0
2011	YO	F	0.0
2011	YO	M	0.0
2011	ZA	F	0.0
2011	ZA	M	0.0
2011	ZI	F	0.0
2011	ZI	M	0.0
2011	ZR	F	0.0
2011	ZR	M	0.0
2012	AB	F	0.0
2012	AB	M	0.0
2012	AF	F	0.0226
2012	AF	M	0.0091
2012	AJ	F	0.0
2012	AJ	M	0.0
2012	AK	F	0.0
2012	AK	M	0.0
2012	AM	F	0.0
2012	AM	M	0.0
2012	AO	F	0.0
2012	AO	M	0.0
2012	AR	F	0.0
2012	AR	M	0.0015
2012	AU	F	0.0
2012	AU	M	0.0
2012	BA	F	0.0
2012	BA	M	0.0
2012	BC	F	0.0
2012	BC	M	0.0
2012	BE	F	0.0
2012	BE	M	0.0
2012	BK	F	0.0
2012	BK	M	0.0
2012	BM	F	0.0847
2012	BM	M	0.0923
2012	BO	F	0.0019
2012	BO	M	0.0
2012	BR	F	0.0
2012	BR	M	0.0
2012	BT	F	0.1412
2012	BT	M	0.1316
2012	BY	F	0.0
2012	BY	M	0.0
2012	CB	F	0.0
2012	CB	M	0.0
2012	CD	F	0.0019
2012	CD	M	0.0
2012	CE	F	0.0113
2012	CE	M	0.0061
2012	CG	F	0.0038
2012	CG	M	0.003
2012	CH	F	0.0
2012	CH	M	0.0
2012	CI	F	0.0019
2012	CI	M	0.0
2012	CM	F	0.0
2012	CM	M	0.0
2012	CN	F	0.0
2012	CN	M	0.0
2012	CO	F	0.0
2012	CO	M	0.0
2012	CT	F	0.0056
2012	CT	M	0.003
2012	CU	F	0.0169
2012	CU	M	0.0166
2012	DA	F	0.0
2012	DA	M	0.0
2012	DC	F	0.0207
2012	DC	M	0.0197
2012	DJ	F	0.0113
2012	DJ	M	0.0182
2012	EC	F	0.0
2012	EC	M	0.0
2012	EG	F	0.0038
2012	EG	M	0.0015
2012	ER	F	0.0075
2012	ER	M	0.0061
2012	ET	F	0.0508
2012	ET	M	0.0696
2012	GA	F	0.0
2012	GA	M	0.0015
2012	GB	F	0.0
2012	GB	M	0.0
2012	GG	F	0.0
2012	GG	M	0.0
2012	GH	F	0.0
2012	GH	M	0.0
2012	GT	F	0.0
2012	GT	M	0.0
2012	GU	F	0.0
2012	GU	M	0.0
2012	HA	F	0.0
2012	HA	M	0.0
2012	HK	F	0.0
2012	HK	M	0.0
2012	HO	F	0.0
2012	HO	M	0.0
2012	ID	F	0.0
2012	ID	M	0.0
2012	IN	F	0.0
2012	IN	M	0.0
2012	IR	F	0.049
2012	IR	M	0.0363
2012	IS	F	0.0
2012	IS	M	0.0
2012	IV	F	0.0
2012	IV	M	0.0
2012	IZ	F	0.1921
2012	IZ	M	0.2057
2012	JO	F	0.0132
2012	JO	M	0.003
2012	KA	F	0.0
2012	KA	M	0.0
2012	KC	F	0.0
2012	KC	M	0.0
2012	KE	F	0.0019
2012	KE	M	0.0091
2012	KG	F	0.0
2012	KG	M	0.0
2012	KM	F	0.0
2012	KM	M	0.0
2012	KN	F	0.0056
2012	KN	M	0.0
2012	KRI	F	0.0
2012	KRI	M	0.0
2012	KU	F	0.0038
2012	KU	M	0.0045
2012	KZ	F	0.0
2012	KZ	M	0.0
2012	LA	F	0.0
2012	LA	M	0.0
2012	LE	F	0.0
2012	LE	M	0.0
2012	LI	F	0.0019
2012	LI	M	0.0
2012	LO	F	0.0
2012	LO	M	0.0
2012	LY	F	0.0094
2012	LY	M	0.0182
2012	MA	F	0.0
2012	MA	M	0.0
2012	MD	F	0.0
2012	MD	M	0.0
2012	MI	F	0.0
2012	MI	M	0.0
2012	MLT	F	0.0
2012	MLT	M	0.0
2012	MM	F	0.0
2012	MM	M	0.0
2012	MO	F	0.0
2012	MO	M	0.0
2012	MT	F	0.0
2012	MT	M	0.0
2012	MU	F	0.0
2012	MU	M	0.0
2012	MX	F	0.0038
2012	MX	M	0.0
2012	MY	F	0.0075
2012	MY	M	0.0182
2012	MZ	F	0.0
2012	MZ	M	0.0
2012	NI	F	0.0
2012	NI	M	0.0015
2012	NM	F	0.0
2012	NM	M	0.0
2012	NP	F	0.0753
2012	NP	M	0.059
2012	PAL	F	0.0
2012	PAL	M	0.0
2012	PE	F	0.0
2012	PE	M	0.0015
2012	PH	F	0.0
2012	PH	M	0.0
2012	PK	F	0.0
2012	PK	M	0.0015
2012	RG	F	0.0
2012	RG	M	0.0
2012	RO	F	0.0
2012	RO	M	0.0
2012	RS	F	0.0056
2012	RS	M	0.0015
2012	RW	F	0.0
2012	RW	M	0.0
2012	SA	F	0.0
2012	SA	M	0.0
2012	SB	F	0.0
2012	SB	M	0.0
2012	SD	F	0.0
2012	SD	M	0.0
2012	SF	F	0.0207
2012	SF	M	0.0106
2012	SG	F	0.0
2012	SG	M	0.0
2012	SH	F	0.0
2012	SH	M	0.0
2012	SK	F	0.0
2012	SK	M	0.0
2012	SL	F	0.0
2012	SL	M	0.0
2012	SO	F	0.1431
2012	SO	M	0.1377
2012	SR	F	0.0
2012	SR	M	0.0
2012	SSU	F	0.0
2012	SSU	M	0.0
2012	SU	F	0.0226
2012	SU	M	0.0575
2012	SY	F	0.0
2012	SY	M	0.0015
2012	TB	F	0.0
2012	TB	M	0.0
2012	TH	F	0.0471
2012	TH	M	0.0348
2012	TO	F	0.0
2012	TO	M	0.0
2012	TS	F	0.0
2012	TS	M	0.0015
2012	TU	F	0.0019
2012	TU	M	0.0015
2012	TX	F	0.0
2012	TX	M	0.0
2012	TZ	F	0.0038
2012	TZ	M	0.0015
2012	UG	F	0.0038
2012	UG	M	0.0045
2012	UP	F	0.0
2012	UP	M	0.0
2012	UZ	F	0.0
2012	UZ	M	0.0
2012	VE	F	0.0019
2012	VE	M	0.0061
2012	VN	F	0.0
2012	VN	M	0.0
2012	YM	F	0.0
2012	YM	M	0.0015
2012	YO	F	0.0
2012	YO	M	0.0
2012	ZA	F	0.0
2012	ZA	M	0.0015
2012	ZI	F	0.0
2012	ZI	M	0.0
2012	ZR	F	0.0
2012	ZR	M	0.0
2013	AB	F	0.0
2013	AB	M	0.0
2013	AF	F	0.0119
2013	AF	M	0.017
2013	AJ	F	0.0
2013	AJ	M	0.0
2013	AK	F	0.0
2013	AK	M	0.0
2013	AM	F	0.0
2013	AM	M	0.0
2013	AO	F	0.0
2013	AO	M	0.0
2013	AR	F	0.0
2013	AR	M	0.0
2013	AU	F	0.0
2013	AU	M	0.0
2013	BA	F	0.0
2013	BA	M	0.0
2013	BC	F	0.0
2013	BC	M	0.0031
2013	BE	F	0.0
2013	BE	M	0.0
2013	BK	F	0.002
2013	BK	M	0.0
2013	BM	F	0.0855
2013	BM	M	0.0975
2013	BO	F	0.0
2013	BO	M	0.0
2013	BR	F	0.0
2013	BR	M	0.0
2013	BT	F	0.0736
2013	BT	M	0.0728
2013	BY	F	0.0159
2013	BY	M	0.0108
2013	CB	F	0.0
2013	CB	M	0.0
2013	CD	F	0.0
2013	CD	M	0.0031
2013	CE	F	0.0159
2013	CE	M	0.0093
2013	CG	F	0.0119
2013	CG	M	0.0186
2013	CH	F	0.0
2013	CH	M	0.0031
2013	CI	F	0.0
2013	CI	M	0.0
2013	CM	F	0.0
2013	CM	M	0.0
2013	CN	F	0.0
2013	CN	M	0.0
2013	CO	F	0.002
2013	CO	M	0.0015
2013	CT	F	0.0
2013	CT	M	0.0
2013	CU	F	0.004
2013	CU	M	0.0046
2013	DA	F	0.0
2013	DA	M	0.0
2013	DC	F	0.0159
2013	DC	M	0.0155
2013	DJ	F	0.0159
2013	DJ	M	0.0062
2013	EC	F	0.0
2013	EC	M	0.0
2013	EG	F	0.008
2013	EG	M	0.0046
2013	ER	F	0.0099
2013	ER	M	0.0155
2013	ET	F	0.0278
2013	ET	M	0.0325
2013	GA	F	0.0
2013	GA	M	0.0
2013	GB	F	0.0
2013	GB	M	0.0
2013	GG	F	0.0
2013	GG	M	0.0
2013	GH	F	0.0
2013	GH	M	0.0
2013	GT	F	0.0
2013	GT	M	0.0
2013	GU	F	0.002
2013	GU	M	0.0046
2013	HA	F	0.0
2013	HA	M	0.0
2013	HK	F	0.0
2013	HK	M	0.0
2013	HO	F	0.0
2013	HO	M	0.0
2013	ID	F	0.002
2013	ID	M	0.0
2013	IN	F	0.002
2013	IN	M	0.0
2013	IR	F	0.0298
2013	IR	M	0.0248
2013	IS	F	0.0
2013	IS	M	0.0015
2013	IV	F	0.0
2013	IV	M	0.0015
2013	IZ	F	0.2783
2013	IZ	M	0.2461
2013	JO	F	0.0159
2013	JO	M	0.0093
2013	KA	F	0.0
2013	KA	M	0.0
2013	KC	F	0.0
2013	KC	M	0.0
2013	KE	F	0.0099
2013	KE	M	0.0
2013	KG	F	0.0
2013	KG	M	0.0
2013	KM	F	0.0
2013	KM	M	0.0
2013	KN	F	0.0
2013	KN	M	0.0015
2013	KRI	F	0.0
2013	KRI	M	0.0
2013	KU	F	0.0099
2013	KU	M	0.0093
2013	KZ	F	0.0
2013	KZ	M	0.0
2013	LA	F	0.0
2013	LA	M	0.0
2013	LE	F	0.0
2013	LE	M	0.0015
2013	LI	F	0.0
2013	LI	M	0.0
2013	LO	F	0.0
2013	LO	M	0.0
2013	LY	F	0.0099
2013	LY	M	0.0108
2013	MA	F	0.002
2013	MA	M	0.0
2013	MD	F	0.0099
2013	MD	M	0.0031
2013	MI	F	0.0
2013	MI	M	0.0
2013	MLT	F	0.0
2013	MLT	M	0.0
2013	MM	F	0.0
2013	MM	M	0.0015
2013	MO	F	0.0
2013	MO	M	0.0
2013	MT	F	0.0
2013	MT	M	0.0
2013	MU	F	0.0
2013	MU	M	0.0
2013	MX	F	0.0
2013	MX	M	0.0
2013	MY	F	0.002
2013	MY	M	0.0108
2013	MZ	F	0.0
2013	MZ	M	0.0
2013	NI	F	0.0
2013	NI	M	0.0
2013	NM	F	0.0
2013	NM	M	0.0
2013	NP	F	0.0616
2013	NP	M	0.0433
2013	PAL	F	0.0
2013	PAL	M	0.0
2013	PE	F	0.0
2013	PE	M	0.0
2013	PH	F	0.0
2013	PH	M	0.0
2013	PK	F	0.0
2013	PK	M	0.0031
2013	RG	F	0.0
2013	RG	M	0.0
2013	RO	F	0.0
2013	RO	M	0.0
2013	RS	F	0.0
2013	RS	M	0.0015
2013	RW	F	0.0099
2013	RW	M	0.0077
2013	SA	F	0.0
2013	SA	M	0.0
2013	SB	F	0.0
2013	SB	M	0.0
2013	SD	F	0.0
2013	SD	M	0.0
2013	SF	F	0.004
2013	SF	M	0.0077
2013	SG	F	0.0
2013	SG	M	0.0
2013	SH	F	0.0
2013	SH	M	0.0
2013	SK	F	0.0
2013	SK	M	0.0
2013	SL	F	0.0
2013	SL	M	0.0
2013	SO	F	0.1431
2013	SO	M	0.1192
2013	SR	F	0.0
2013	SR	M	0.0
2013	SSU	F	0.0
2013	SSU	M	0.0
2013	SU	F	0.0258
2013	SU	M	0.0929
2013	SY	F	0.004
2013	SY	M	0.0031
2013	TB	F	0.0
2013	TB	M	0.0
2013	TH	F	0.0437
2013	TH	M	0.048
2013	TO	F	0.0
2013	TO	M	0.0
2013	TS	F	0.0
2013	TS	M	0.0
2013	TU	F	0.0
2013	TU	M	0.0062
2013	TX	F	0.002
2013	TX	M	0.0
2013	TZ	F	0.002
2013	TZ	M	0.0046
2013	UG	F	0.0179
2013	UG	M	0.0108
2013	UP	F	0.004
2013	UP	M	0.0031
2013	UZ	F	0.0
2013	UZ	M	0.0
2013	VE	F	0.004
2013	VE	M	0.0015
2013	VN	F	0.0
2013	VN	M	0.0
2013	YM	F	0.004
2013	YM	M	0.0046
2013	YO	F	0.0
2013	YO	M	0.0
2013	ZA	F	0.0
2013	ZA	M	0.0
2013	ZI	F	0.0
2013	ZI	M	0.0
2013	ZR	F	0.0
2013	ZR	M	0.0
2014	AB	F	0.0
2014	AB	M	0.0
2014	AF	F	0.0604
2014	AF	M	0.062
2014	AJ	F	0.0
2014	AJ	M	0.0
2014	AK	F	0.0
2014	AK	M	0.0
2014	AM	F	0.0
2014	AM	M	0.0
2014	AO	F	0.0
2014	AO	M	0.0
2014	AR	F	0.0
2014	AR	M	0.0
2014	AU	F	0.0
2014	AU	M	0.0
2014	BA	F	0.0
2014	BA	M	0.0
2014	BC	F	0.0016
2014	BC	M	0.0
2014	BE	F	0.0
2014	BE	M	0.0
2014	BK	F	0.0
2014	BK	M	0.0
2014	BM	F	0.0832
2014	BM	M	0.0793
2014	BO	F	0.0
2014	BO	M	0.0
2014	BR	F	0.0
2014	BR	M	0.0
2014	BT	F	0.0294
2014	BT	M	0.0245
2014	BY	F	0.0114
2014	BY	M	0.0101
2014	CB	F	0.0
2014	CB	M	0.0014
2014	CD	F	0.0
2014	CD	M	0.0
2014	CE	F	0.0065
2014	CE	M	0.0014
2014	CG	F	0.0277
2014	CG	M	0.0274
2014	CH	F	0.0
2014	CH	M	0.0
2014	CI	F	0.0
2014	CI	M	0.0
2014	CM	F	0.0
2014	CM	M	0.0
2014	CN	F	0.0
2014	CN	M	0.0
2014	CO	F	0.0049
2014	CO	M	0.0014
2014	CT	F	0.0
2014	CT	M	0.0014
2014	CU	F	0.0098
2014	CU	M	0.0173
2014	DA	F	0.0
2014	DA	M	0.0
2014	DC	F	0.0343
2014	DC	M	0.0202
2014	DJ	F	0.0
2014	DJ	M	0.0
2014	EC	F	0.0
2014	EC	M	0.0
2014	EG	F	0.0049
2014	EG	M	0.0086
2014	ER	F	0.0098
2014	ER	M	0.0101
2014	ET	F	0.0587
2014	ET	M	0.0562
2014	GA	F	0.0
2014	GA	M	0.0
2014	GB	F	0.0
2014	GB	M	0.0
2014	GG	F	0.0
2014	GG	M	0.0
2014	GH	F	0.0
2014	GH	M	0.0
2014	GT	F	0.0
2014	GT	M	0.0
2014	GU	F	0.0
2014	GU	M	0.0
2014	HA	F	0.0
2014	HA	M	0.0
2014	HK	F	0.0
2014	HK	M	0.0
2014	HO	F	0.0
2014	HO	M	0.0
2014	ID	F	0.0033
2014	ID	M	0.0
2014	IN	F	0.0016
2014	IN	M	0.0
2014	IR	F	0.0131
2014	IR	M	0.0173
2014	IS	F	0.0
2014	IS	M	0.0
2014	IV	F	0.0
2014	IV	M	0.0
2014	IZ	F	0.2594
2014	IZ	M	0.2493
2014	JO	F	0.0
2014	JO	M	0.0029
2014	KA	F	0.0
2014	KA	M	0.0
2014	KC	F	0.0
2014	KC	M	0.0
2014	KE	F	0.0424
2014	KE	M	0.0346
2014	KG	F	0.0
2014	KG	M	0.0
2014	KM	F	0.0
2014	KM	M	0.0
2014	KN	F	0.0
2014	KN	M	0.0014
2014	KRI	F	0.0
2014	KRI	M	0.0
2014	KU	F	0.0082
2014	KU	M	0.0115
2014	KZ	F	0.0
2014	KZ	M	0.0
2014	LA	F	0.0
2014	LA	M	0.0
2014	LE	F	0.0
2014	LE	M	0.0
2014	LI	F	0.0
2014	LI	M	0.0
2014	LO	F	0.0
2014	LO	M	0.0
2014	LY	F	0.0
2014	LY	M	0.0014
2014	MA	F	0.0
2014	MA	M	0.0
2014	MD	F	0.0
2014	MD	M	0.0
2014	MI	F	0.0
2014	MI	M	0.0
2014	MLT	F	0.0
2014	MLT	M	0.0014
2014	MM	F	0.0
2014	MM	M	0.0
2014	MO	F	0.0
2014	MO	M	0.0
2014	MT	F	0.0
2014	MT	M	0.0
2014	MU	F	0.0
2014	MU	M	0.0
2014	MX	F	0.0016
2014	MX	M	0.0
2014	MY	F	0.0212
2014	MY	M	0.0086
2014	MZ	F	0.0
2014	MZ	M	0.0
2014	NI	F	0.0
2014	NI	M	0.0
2014	NM	F	0.0016
2014	NM	M	0.0014
2014	NP	F	0.0196
2014	NP	M	0.0202
2014	PAL	F	0.0
2014	PAL	M	0.0
2014	PE	F	0.0
2014	PE	M	0.0
2014	PH	F	0.0
2014	PH	M	0.0
2014	PK	F	0.0049
2014	PK	M	0.0101
2014	RG	F	0.0
2014	RG	M	0.0
2014	RO	F	0.0
2014	RO	M	0.0
2014	RS	F	0.0
2014	RS	M	0.0014
2014	RW	F	0.0147
2014	RW	M	0.0274
2014	SA	F	0.0
2014	SA	M	0.0
2014	SB	F	0.0
2014	SB	M	0.0
2014	SD	F	0.0
2014	SD	M	0.0
2014	SF	F	0.0033
2014	SF	M	0.013
2014	SG	F	0.0
2014	SG	M	0.0
2014	SH	F	0.0
2014	SH	M	0.0
2014	SK	F	0.0
2014	SK	M	0.0
2014	SL	F	0.0
2014	SL	M	0.0
2014	SO	F	0.155
2014	SO	M	0.1787
2014	SR	F	0.0
2014	SR	M	0.0
2014	SSU	F	0.0
2014	SSU	M	0.0
2014	SU	F	0.0245
2014	SU	M	0.0346
2014	SY	F	0.0065
2014	SY	M	0.0101
2014	TB	F	0.0
2014	TB	M	0.0
2014	TH	F	0.0326
2014	TH	M	0.0317
2014	TO	F	0.0033
2014	TO	M	0.0029
2014	TS	F	0.0016
2014	TS	M	0.0014
2014	TU	F	0.0
2014	TU	M	0.0029
2014	TX	F	0.0
2014	TX	M	0.0
2014	TZ	F	0.0114
2014	TZ	M	0.0029
2014	UG	F	0.0196
2014	UG	M	0.0058
2014	UP	F	0.0
2014	UP	M	0.0
2014	UZ	F	0.0
2014	UZ	M	0.0
2014	VE	F	0.0
2014	VE	M	0.0
2014	VN	F	0.0
2014	VN	M	0.0
2014	YM	F	0.0049
2014	YM	M	0.0043
2014	YO	F	0.0
2014	YO	M	0.0
2014	ZA	F	0.0033
2014	ZA	M	0.0014
2014	ZI	F	0.0
2014	ZI	M	0.0
2014	ZR	F	0.0
2014	ZR	M	0.0
2015	AB	F	0.0
2015	AB	M	0.0034
2015	AF	F	0.0325
2015	AF	M	0.0391
2015	AJ	F	0.0
2015	AJ	M	0.0
2015	AK	F	0.0
2015	AK	M	0.0
2015	AM	F	0.0
2015	AM	M	0.0
2015	AO	F	0.0
2015	AO	M	0.0
2015	AR	F	0.0
2015	AR	M	0.0
2015	AU	F	0.0
2015	AU	M	0.0
2015	BA	F	0.0
2015	BA	M	0.0
2015	BC	F	0.0
2015	BC	M	0.0
2015	BE	F	0.0
2015	BE	M	0.0
2015	BK	F	0.0
2015	BK	M	0.0
2015	BM	F	0.1077
2015	BM	M	0.1463
2015	BO	F	0.0
2015	BO	M	0.0
2015	BR	F	0.0
2015	BR	M	0.0
2015	BT	F	0.0291
2015	BT	M	0.0238
2015	BY	F	0.0205
2015	BY	M	0.0153
2015	CB	F	0.0
2015	CB	M	0.0
2015	CD	F	0.0
2015	CD	M	0.0
2015	CE	F	0.0017
2015	CE	M	0.0034
2015	CG	F	0.0342
2015	CG	M	0.0272
2015	CH	F	0.0
2015	CH	M	0.0
2015	CI	F	0.0
2015	CI	M	0.0
2015	CM	F	0.0051
2015	CM	M	0.0034
2015	CN	F	0.0
2015	CN	M	0.0
2015	CO	F	0.0017
2015	CO	M	0.0051
2015	CT	F	0.0
2015	CT	M	0.0034
2015	CU	F	0.0325
2015	CU	M	0.0561
2015	DA	F	0.0
2015	DA	M	0.0
2015	DC	F	0.041
2015	DC	M	0.0527
2015	DJ	F	0.0
2015	DJ	M	0.0
2015	EC	F	0.0
2015	EC	M	0.0
2015	EG	F	0.0034
2015	EG	M	0.0034
2015	ER	F	0.0444
2015	ER	M	0.0153
2015	ET	F	0.0598
2015	ET	M	0.0544
2015	GA	F	0.0
2015	GA	M	0.0
2015	GB	F	0.0
2015	GB	M	0.0
2015	GG	F	0.0
2015	GG	M	0.0
2015	GH	F	0.0
2015	GH	M	0.0
2015	GT	F	0.0
2015	GT	M	0.0
2015	GU	F	0.0
2015	GU	M	0.0
2015	HA	F	0.0
2015	HA	M	0.0
2015	HK	F	0.0
2015	HK	M	0.0
2015	HO	F	0.0017
2015	HO	M	0.0
2015	ID	F	0.0
2015	ID	M	0.0
2015	IN	F	0.0
2015	IN	M	0.0017
2015	IR	F	0.0154
2015	IR	M	0.0153
2015	IS	F	0.0
2015	IS	M	0.0
2015	IV	F	0.0154
2015	IV	M	0.0051
2015	IZ	F	0.1145
2015	IZ	M	0.1378
2015	JO	F	0.0
2015	JO	M	0.0034
2015	KA	F	0.0
2015	KA	M	0.0
2015	KC	F	0.0
2015	KC	M	0.0
2015	KE	F	0.0359
2015	KE	M	0.017
2015	KG	F	0.0
2015	KG	M	0.0
2015	KM	F	0.0
2015	KM	M	0.0
2015	KN	F	0.0085
2015	KN	M	0.0017
2015	KRI	F	0.0
2015	KRI	M	0.0
2015	KU	F	0.0
2015	KU	M	0.0017
2015	KZ	F	0.0
2015	KZ	M	0.0
2015	LA	F	0.0
2015	LA	M	0.0
2015	LE	F	0.0
2015	LE	M	0.0
2015	LI	F	0.0
2015	LI	M	0.0
2015	LO	F	0.0
2015	LO	M	0.0
2015	LY	F	0.0
2015	LY	M	0.0017
2015	MA	F	0.0
2015	MA	M	0.0
2015	MD	F	0.0
2015	MD	M	0.0
2015	MI	F	0.0
2015	MI	M	0.0
2015	MLT	F	0.0017
2015	MLT	M	0.0034
2015	MM	F	0.0
2015	MM	M	0.0034
2015	MO	F	0.0
2015	MO	M	0.0
2015	MT	F	0.0
2015	MT	M	0.0
2015	MU	F	0.0
2015	MU	M	0.0
2015	MX	F	0.0
2015	MX	M	0.0
2015	MY	F	0.0325
2015	MY	M	0.017
2015	MZ	F	0.0
2015	MZ	M	0.0
2015	NI	F	0.0
2015	NI	M	0.0017
2015	NM	F	0.0
