FY of Arrival,CY of Arrival,CY of birth,Age at Arrival,Gender,Country of Birth,Arrival From,Nativity/Culture
2017,2017,2010,7,M,AF,AF,AF
2017,2017,1986,31,M,AF,AF,AF
2017,2017,1987,30,F,AF,AF,AF
2017,2017,2012,5,F,AF,AF,AF
2017,2017,1984,33,M,AF,AF,AF
2017,2017,1989,28,F,AF,AF,AF
2017,2017,2014,3,M,AF,AF,AF
2017,2017,2016,0,F,AF,AF,AF
2017,2017,1986,31,M,AF,AF,AF
2017,2017,1992,25,F,AF,AF,AF
2017,2017,2016,1,F,AF,AF,AF
2017,2017,2011,5,F,AF,AF,AF
2017,2017,2000,16,M,AF,ID,AF
2017,2017,2007,9,M,AF,TU,AF
2017,2017,2005,12,M,AF,TU,AF
2017,2017,1998,19,M,AF,TU,AF
2017,2017,1997,20,M,AF,TU,AF
2017,2017,1981,36,M,AF,PK,AF
2017,2017,1985,32,F,AF,PK,AF
2017,2017,2002,15,M,AF,PK,AF
2017,2017,2006,11,F,AF,PK,AF
2017,2017,2009,8,F,AF,PK,AF
2017,2017,2011,6,F,AF,PK,AF
2017,2017,2013,4,M,AF,PK,AF
2017,2017,1950,67,F,AF,PK,AF
2017,2017,1986,30,M,AF,AF,AF
2017,2017,1990,27,F,AF,AF,AF
2017,2017,2010,7,F,AF,AF,AF
2017,2017,2014,3,F,AF,AF,AF
2017,2017,2015,1,M,AF,AF,AF
2017,2017,1978,38,M,AF,AF,AF
2017,2017,1987,29,F,AF,AF,AF
2017,2017,2009,7,F,AF,AF,AF
2017,2017,1993,23,M,AF,AF,AF
2017,2017,1997,20,F,AF,AF,AF
2017,2017,1992,25,F,AF,AF,AF
2017,2017,2015,2,M,AF,AF,AF
2017,2017,1987,30,M,AF,AF,AF
2017,2017,2015,2,F,AF,AF,AF
2017,2017,1994,23,F,AF,AF,AF
2017,2017,1994,23,F,AF,RS,AF
2017,2017,1975,42,M,AF,AF,AF
2017,2017,1985,32,F,AF,AF,AF
2017,2017,2013,3,F,AF,AF,AF
2017,2017,2008,9,M,AF,AF,AF
2017,2017,2004,13,F,AF,AF,AF
2017,2016,1987,29,M,AF,AF,AF
2017,2016,1994,22,F,AF,AF,AF
2017,2016,1998,18,M,AF,AF,AF
2017,2016,1998,18,M,AF,MY,AF
2017,2016,1987,30,M,AF,AF,AF
2017,2016,1988,28,F,AF,AF,AF
2017,2016,2015,2,M,AF,AF,AF
2017,2016,1971,45,M,AF,AJ,AF
2017,2016,1976,41,F,AF,AF,AF
2017,2016,1996,20,F,AF,AF,AF
2017,2016,1997,20,F,AF,AF,AF
2017,2016,1998,18,M,AF,AF,AF
2017,2016,1999,17,M,AF,AF,AF
2017,2016,2002,14,M,AF,AF,AF
2017,2016,2003,13,M,AF,AF,AF
2017,2017,2017,0,M,AF,AF,AF
2017,2017,1979,38,M,AF,AF,AF
2017,2017,1982,35,F,AF,AF,AF
2017,2017,2000,17,F,AF,AF,AF
2017,2017,2002,15,M,AF,AF,AF
2017,2017,2010,7,F,AF,AF,AF
2017,2017,2014,3,M,AF,AF,AF
2017,2017,2015,2,M,AF,AF,AF
2017,2017,1982,35,M,AF,AF,AF
2017,2017,1992,25,F,AF,AF,AF
2017,2017,2014,3,M,AF,AF,AF
2017,2017,1971,46,M,AF,AF,AF
2017,2017,1993,24,F,AF,AF,AF
2017,2017,2008,9,M,AF,AF,AF
2017,2017,2011,6,M,AF,AF,AF
2017,2017,2016,1,F,AF,AF,AF
2017,2017,2014,3,M,AF,AF,AF
2017,2017,1984,33,M,AF,AF,AF
2017,2017,1983,34,M,AF,AF,AF
2017,2017,1992,25,F,AF,AF,AF
2017,2017,2015,2,F,AF,AF,AF
2017,2017,2011,6,F,AF,AF,AF
2017,2017,1978,39,M,AF,AF,AF
2017,2017,1988,30,F,AF,AF,AF
2017,2017,2005,13,F,AF,AF,AF
2017,2017,2007,10,M,AF,AF,AF
2017,2017,2011,6,F,AF,AF,AF
2017,2017,2015,2,M,AF,AF,AF
2017,2017,1960,58,M,AF,AF,AF
2017,2017,1964,54,F,AF,PK,AF
2017,2017,1998,20,M,AF,PK,AF
2017,2017,1996,22,M,AF,PK,AF
2017,2017,2003,15,M,AF,PK,AF
2017,2017,1967,51,F,AF,AF,AF
2017,2017,2003,15,M,AF,AF,AF
2017,2017,1988,29,M,AF,AF,AF
2017,2017,1996,21,F,AF,AF,AF
2017,2017,2015,2,M,AF,AF,AF
2017,2017,1988,29,F,BM,MY,RG
2017,2017,1997,20,M,BM,MY,RG
2017,2017,2000,16,M,BM,MY,RG
2017,2017,1984,32,M,BM,MY,CN
2017,2017,1991,26,F,BM,MY,CN
2017,2017,1968,49,M,BM,MY,RG
2017,2017,1999,18,M,BM,ID,BM
2017,2017,1998,19,M,BM,TH,BM
2017,2017,1996,21,M,BM,TH,BM
2017,2017,1992,25,M,BM,TH,KA
2017,2017,1992,25,F,BM,TH,KA
2017,2017,1984,32,F,BM,TH,BM
2017,2017,1985,32,M,BM,TH,BM
2017,2017,1990,26,M,BM,TH,KA
2017,2017,1969,48,M,BM,TH,KA
2017,2017,1960,57,F,BM,TH,KA
2017,2017,1977,40,M,BM,TH,KRI
2017,2017,1959,58,M,BM,TH,KA
2017,2017,1954,63,M,BM,TH,KA
2017,2017,1957,60,F,BM,TH,KA
2017,2017,1993,24,M,BM,TH,KA
2017,2017,1997,20,F,BM,TH,KA
2017,2017,1994,23,F,BM,TH,BM
2017,2017,1980,37,M,BM,MY,BM
2017,2017,1982,35,F,BM,BM,CN
2017,2017,2006,11,F,BM,BM,CN
2017,2017,2007,9,M,BM,BM,CN
2017,2017,2005,12,F,BM,BM,CN
2017,2016,1976,41,M,BM,MY,BM
2017,2016,1997,20,M,BM,MY,BM
2017,2016,1983,33,M,BM,MY,BM
2017,2016,1982,35,F,BM,MY,BM
2017,2016,1982,35,M,BM,MY,BM
2017,2016,1991,26,F,BM,MY,BM
2017,2016,1990,26,M,BM,MY,CN
2017,2016,1994,22,F,BM,MY,CN
2017,2016,1986,30,M,BM,MY,RG
2017,2016,1990,27,F,BM,TH,RG
2017,2016,2008,9,F,BM,TH,RG
2017,2016,2010,7,F,BM,TH,RG
2017,2016,2012,5,F,BM,TH,RG
2017,2016,2006,11,M,BM,TH,RG
2017,2016,1990,27,M,BM,TH,KA
2017,2016,1990,27,F,BM,TH,KA
2017,2017,1975,42,M,BM,MY,BM
2017,2017,1960,57,M,BM,TH,BM
2017,2017,1982,35,F,BM,TH,BM
2017,2017,2009,8,F,BM,TH,BM
2017,2017,2013,4,F,BM,TH,BM
2017,2017,1935,82,F,BM,TH,KRI
2017,2017,1992,25,M,BM,MY,BM
2017,2017,1986,31,F,BM,BM,BM
2017,2017,1992,26,M,BM,BM,BM
2017,2017,2012,5,F,BM,BM,BM
2017,2017,2015,3,F,BM,BM,BM
2017,2017,1991,26,M,BT,NP,BT
2017,2017,1970,47,F,BT,NP,BT
2017,2017,1978,39,F,BT,NP,BT
2017,2017,1985,32,M,BT,NP,BT
2017,2016,1978,39,M,BT,NP,BT
2017,2016,1976,41,F,BT,NP,BT
2017,2016,1973,44,F,BT,NP,BT
2017,2016,1937,80,M,BT,NP,BT
2017,2017,1974,44,M,BT,NP,BT
2017,2017,1987,31,M,BT,NP,BT
2017,2017,1991,27,F,BT,NP,BT
2017,2017,1961,57,F,BT,NP,BT
2017,2017,2000,17,F,BY,BY,DC
2017,2017,2003,14,F,BY,BY,DC
2017,2017,2005,12,F,BY,BY,DC
2017,2017,2008,9,M,BY,BY,DC
2017,2017,2011,6,M,BY,BY,DC
2017,2017,2014,3,F,BY,BY,DC
2017,2017,1969,48,F,BY,BY,DC
2017,2017,2008,9,F,BY,BY,DC
2017,2016,1988,28,M,BY,UG,BY
2017,2016,2007,10,F,BY,UG,BY
2017,2016,1981,35,F,BY,ZI,BY
2017,2016,2001,15,M,BY,ZI,BY
2017,2016,1951,66,M,BY,TZ,BY
2017,2016,1971,46,F,BY,TZ,BY
2017,2017,2011,6,F,CD,CD,CT
2017,2017,2004,13,M,CG,UG,DC
2017,2017,1997,21,F,CG,CG,RW
2017,2016,2011,5,F,CM,CM,CT
2017,2016,2013,3,M,CM,CM,CT
2017,2017,1999,18,M,CO,UG,DC
2017,2017,1991,26,F,CT,CD,CT
2017,2016,1984,33,M,CT,CM,CT
2017,2016,2005,12,M,CT,CM,CT
2017,2016,2007,10,M,CT,CM,CT
2017,2016,2007,10,M,CT,CM,CT
2017,2016,1992,25,M,CT,CD,CT
2017,2016,1988,29,M,CT,CM,CT
2017,2017,1988,29,F,CU,CU,CU
2017,2017,1987,29,M,CU,CU,CU
2017,2017,1961,55,F,CU,MX,CU
2017,2017,1967,49,F,CU,MX,CU
2017,2017,1986,31,F,CU,MX,CU
2017,2017,1956,61,M,CU,MX,CU
2017,2017,1967,50,F,CU,CU,CU
2017,2017,1971,46,F,CU,CU,CU
2017,2017,1967,50,M,CU,CU,CU
2017,2017,1966,51,M,CU,MX,CU
2017,2017,1985,32,M,CU,MX,CU
2017,2016,1986,30,M,CU,MX,CU
2017,2016,1986,31,F,CU,BR,CU
2017,2016,1986,31,M,CU,MX,CU
2017,2016,1973,43,M,CU,MX,CU
2017,2016,1954,63,F,CU,MX,CU
2017,2016,1988,28,F,CU,MX,CU
2017,2016,1993,23,F,CU,CU,CU
2017,2016,1988,29,M,CU,CU,CU
2017,2016,1976,40,M,CU,CU,CU
2017,2016,1976,40,F,CU,CU,CU
2017,2016,1990,27,M,CU,CU,CU
2017,2016,1963,54,M,CU,MX,CU
2017,2016,1984,32,M,CU,MX,CU
2017,2016,1993,23,F,CU,CU,CU
2017,2016,1987,30,M,CU,MX,CU
2017,2016,1993,24,M,CU,CU,CU
2017,2016,1972,45,F,CU,CU,CU
2017,2016,2002,14,F,CU,CU,CU
2017,2016,2016,0,M,CU,CU,CU
2017,2016,1995,22,F,CU,MX,CU
2017,2016,1977,39,M,CU,MX,CU
2017,2017,1978,39,M,CU,CU,CU
2017,2017,2006,11,M,CU,CU,CU
2017,2017,1988,29,M,CU,MX,CU
2017,2017,1994,23,F,DC,KE,DC
2017,2017,2004,12,M,DC,DC,DC
2017,2017,1999,17,F,DC,DC,KE
2017,2017,1980,37,F,DC,RW,DC
2017,2017,1972,45,M,DC,RW,DC
2017,2017,1993,24,F,DC,ZA,DC
2017,2017,1968,48,F,DC,BY,DC
2017,2017,1960,57,M,DC,BY,DC
2017,2017,1990,27,F,DC,TZ,DC
2017,2017,1989,28,M,DC,BY,DC
2017,2017,1961,56,M,DC,BY,DC
2017,2017,1996,21,F,DC,BY,DC
2017,2017,1998,18,F,DC,BY,DC
2017,2017,2008,9,M,DC,BY,DC
2017,2017,1992,24,M,DC,BY,DC
2017,2017,1994,23,M,DC,BY,DC
2017,2017,1970,46,M,DC,UG,DC
2017,2017,1998,19,M,DC,KE,DC
2017,2017,2000,17,M,DC,KE,DC
2017,2017,1994,23,M,DC,UG,DC
2017,2017,1990,27,F,DC,BY,DC
2017,2017,1999,17,F,DC,MA,DC
2017,2017,1940,77,F,DC,UG,DC
2017,2017,1991,26,M,DC,UG,DC
2017,2017,1993,24,F,DC,UG,DC
2017,2017,1965,52,M,DC,UG,DC
2017,2017,1967,50,F,DC,UG,DC
2017,2017,1975,42,F,DC,TZ,DC
2017,2017,2008,9,M,DC,RW,DC
2017,2017,1993,24,M,DC,RW,DC
2017,2017,1995,22,F,DC,RW,DC
2017,2017,1935,82,M,DC,RW,DC
2017,2017,1988,29,F,DC,RW,DC
2017,2017,1991,26,M,DC,DC,DC
2017,2017,1950,67,F,DC,RW,DC
2017,2017,1997,20,F,DC,RW,DC
2017,2017,1946,71,F,DC,RW,DC
2017,2017,1992,25,F,DC,RW,DC
2017,2017,1964,53,M,DC,DC,DC
2017,2017,1977,40,M,DC,RW,DC
2017,2017,1977,39,F,DC,RW,DC
2017,2017,1970,47,F,DC,RW,DC
2017,2017,1983,34,F,DC,RW,DC
2017,2017,1977,40,M,DC,RW,DC
2017,2017,1991,26,F,DC,RW,DC
2017,2017,1977,40,F,DC,RW,DC
2017,2017,1965,52,F,DC,RW,DC
2017,2017,1996,21,F,DC,RW,DC
2017,2017,1974,43,M,DC,UG,DC
2017,2017,2002,15,M,DC,TZ,DC
2017,2017,1978,39,F,DC,UG,DC
2017,2017,1998,19,M,DC,UG,DC
2017,2017,1966,51,F,DC,DC,DC
2017,2017,1996,21,M,DC,DC,DC
2017,2016,1984,33,M,DC,MI,DC
2017,2016,2015,1,F,DC,MI,DC
2017,2016,1994,22,F,DC,MI,DC
2017,2016,2001,16,F,DC,UG,CG
2017,2016,1973,43,F,DC,UG,CG
2017,2016,1968,49,M,DC,UG,CG
2017,2016,1996,21,F,DC,UG,CG
2017,2016,1997,19,F,DC,UG,CG
2017,2016,1998,18,M,DC,UG,CG
2017,2016,2000,16,F,DC,UG,CG
2017,2016,1962,55,F,DC,UG,CG
2017,2016,1999,18,F,DC,UG,CG
2017,2016,2002,15,F,DC,UG,CG
2017,2016,1992,24,F,DC,UG,DC
2017,2016,1994,23,M,DC,RW,DC
2017,2016,1980,36,F,DC,RW,DC
2017,2016,1991,26,F,DC,RW,DC
2017,2016,1988,29,M,DC,UG,DC
2017,2016,1991,26,F,DC,UG,DC
2017,2016,1992,25,M,DC,UG,DC
2017,2016,1992,24,M,DC,UG,DC
2017,2016,1979,38,M,DC,UG,DC
2017,2016,2002,15,F,DC,UG,CG
2017,2016,1970,46,M,DC,UG,CG
2017,2016,1975,42,F,DC,UG,CG
2017,2016,1994,23,F,DC,UG,DC
2017,2016,1976,41,M,DC,RW,DC
2017,2016,1983,34,F,DC,UG,DC
2017,2016,1999,18,F,DC,UG,DC
2017,2016,2001,16,M,DC,UG,DC
2017,2016,1973,43,F,DC,SF,CG
2017,2016,1999,18,F,DC,SF,CG
2017,2016,2002,14,F,DC,SF,CG
2017,2016,2004,12,M,DC,SF,CG
2017,2016,1947,70,F,DC,UG,DC
2017,2016,1988,29,F,DC,RW,DC
2017,2016,1995,22,F,DC,RW,DC
2017,2016,1990,27,F,DC,RW,DC
2017,2016,1990,27,M,DC,RW,DC
2017,2016,1960,57,F,DC,RW,DC
2017,2016,1981,36,F,DC,ZA,DC
2017,2016,2007,9,F,DC,ZA,DC
2017,2016,1978,39,M,DC,ZA,CG
2017,2016,1988,28,F,DC,ZA,DC
2017,2016,1981,36,F,DC,NM,CG
2017,2016,1973,44,M,DC,NM,CG
2017,2016,2001,15,F,DC,NM,CG
2017,2016,2003,13,F,DC,NM,CG
2017,2016,2005,11,F,DC,NM,CG
2017,2016,2007,9,F,DC,NM,CG
2017,2016,1984,33,F,DC,NM,CG
2017,2016,1957,60,F,DC,TZ,DC
2017,2017,1978,39,M,DC,TZ,DC
2017,2017,1985,32,F,DC,TZ,DC
2017,2017,1958,60,M,DC,RW,DC
2017,2017,1963,55,F,DC,RW,DC
2017,2017,2000,17,F,DC,RW,DC
2017,2017,1988,30,F,DC,RW,DC
2017,2017,1958,60,F,DC,UG,DC
2017,2017,2005,12,M,DC,UG,DC
2017,2017,1997,21,M,DC,UG,DC
2017,2017,1996,21,F,DC,UG,DC
2017,2017,1998,19,F,DC,UG,DC
2017,2017,2000,17,M,DC,UG,DC
2017,2017,1992,26,F,DC,RW,DC
2017,2017,2014,3,M,DC,RW,RW
2017,2017,1990,28,F,DC,RW,DC
2017,2017,1962,56,F,DC,RW,DC
2017,2016,1989,27,F,DJ,DJ,SO
2017,2016,2013,4,F,DJ,DJ,SO
2017,2017,1995,22,M,ER,ET,ER
2017,2016,1996,21,F,ER,KE,ER
2017,2016,1966,50,M,ER,UG,ER
2017,2016,1976,40,F,ER,UG,ER
2017,2016,1998,18,M,ER,ET,ER
2017,2016,2007,10,F,ER,ET,ER
2017,2016,2001,16,F,ER,ET,ER
2017,2016,1983,34,F,ER,ET,ER
2017,2016,2003,14,M,ER,ET,ER
2017,2016,2009,8,F,ER,ET,ER
2017,2017,1995,22,F,ET,ET,SO
2017,2017,1970,47,M,ET,KE,ET
2017,2017,1990,27,F,ET,KE,ET
2017,2017,2008,8,F,ET,KE,ET
2017,2017,1997,20,M,ET,KE,ET
2017,2017,1998,19,M,ET,KE,ET
2017,2017,1992,25,F,ET,ET,DC
2017,2017,2014,3,M,ET,ET,SU
2017,2016,1986,31,F,ET,KE,ET
2017,2016,1984,33,M,ET,KE,ET
2017,2016,2013,3,M,ET,ET,SO
2017,2016,2015,2,F,ET,ET,SO
2017,2016,2007,9,F,ET,ET,SO
2017,2016,1978,39,F,ET,UG,ET
2017,2016,1975,42,M,ET,UG,ET
2017,2016,1983,34,F,ET,UG,ER
2017,2016,1987,30,F,ET,LE,ET
2017,2016,2012,4,F,ET,ET,SO
2017,2016,2014,2,M,ET,ET,SO
2017,2016,2015,2,M,ET,ET,SB
2017,2016,2009,8,M,ET,ET,SB
2017,2016,2012,5,F,ET,ET,SB
2017,2016,2008,8,M,ET,ET,SO
2017,2016,2011,5,M,ET,ET,SO
2017,2016,1955,62,M,ET,ET,ER
2017,2016,2005,12,M,ET,ET,ER
2017,2016,2014,2,F,ET,ET,ER
2017,2017,1987,30,M,ET,ET,ER
2017,2017,2014,3,F,ET,ET,SO
2017,2016,1947,70,F,IN,NP,BT
2017,2017,1977,40,F,IN,NP,IN
2017,2017,1999,18,F,IN,NP,IN
2017,2017,2006,11,F,IN,NP,BT
2017,2017,2012,5,M,IN,NP,BT
2017,2017,1980,37,M,IR,TU,IR
2017,2017,2006,11,M,IR,TU,IR
2017,2017,1988,29,M,IR,TU,IR
2017,2017,1962,55,M,IR,IR,IR
2017,2017,1964,52,F,IR,IR,IR
2017,2017,1994,23,F,IR,IR,IR
2017,2017,1998,19,F,IR,IR,IR
2017,2017,1995,22,F,IR,IR,IR
2017,2017,1986,31,F,IR,IR,IR
2017,2017,1950,67,F,IR,IR,IR
2017,2016,1989,27,M,IR,IR,IR
2017,2016,1998,18,M,IR,AF,AF
2017,2016,1993,23,F,IR,TU,AF
2017,2016,1971,45,F,IR,TU,IR
2017,2016,1996,21,M,IR,TU,IR
2017,2016,2000,17,F,IR,TU,IR
2017,2016,2000,17,M,IV,MA,IV
2017,2017,1994,23,M,IZ,IZ,IZ
2017,2017,1949,68,F,IZ,IZ,IZ
2017,2017,1972,44,F,IZ,IZ,IZ
2017,2017,1968,48,M,IZ,IZ,IZ
2017,2017,1997,20,F,IZ,IZ,IZ
2017,2017,2000,17,F,IZ,IZ,IZ
2017,2017,2006,11,F,IZ,IZ,IZ
2017,2017,1999,17,M,IZ,TU,IZ
2017,2017,1969,48,M,IZ,TU,IZ
2017,2017,1975,42,F,IZ,TU,IZ
2017,2017,2004,13,F,IZ,TU,IZ
2017,2017,2006,11,M,IZ,TU,IZ
2017,2017,1996,21,M,IZ,TU,IZ
2017,2017,1999,17,M,IZ,TU,IZ
2017,2017,1987,30,F,IZ,IZ,IZ
2017,2017,1982,34,M,IZ,IZ,IZ
2017,2017,2009,7,F,IZ,IZ,IZ
2017,2017,1968,49,F,IZ,TU,IZ
2017,2017,1984,32,M,IZ,IZ,IZ
2017,2017,1984,33,F,IZ,IZ,IZ
2017,2017,1958,59,M,IZ,IZ,IZ
2017,2017,1964,52,F,IZ,IZ,IZ
2017,2017,1999,17,F,IZ,IZ,IZ
2017,2017,2001,15,F,IZ,IZ,IZ
2017,2017,1982,35,F,IZ,TU,IZ
2017,2017,1941,76,M,IZ,IZ,IZ
2017,2017,1952,65,F,IZ,IZ,IZ
2017,2017,1975,41,M,IZ,TU,IZ
2017,2017,1978,39,F,IZ,TU,IZ
2017,2017,2009,7,F,IZ,TU,IZ
2017,2017,2000,16,F,IZ,TU,IZ
2017,2017,1991,25,M,IZ,IZ,IZ
2017,2017,1963,54,F,IZ,IZ,IZ
2017,2017,1963,54,F,IZ,IZ,IZ
2017,2017,1947,70,F,IZ,IZ,IZ
2017,2017,1982,34,M,IZ,IZ,IZ
2017,2017,1977,39,F,IZ,IZ,IZ
2017,2017,1987,30,M,IZ,IZ,IZ
2017,2017,1996,21,F,IZ,IZ,IZ
2017,2017,1992,25,M,IZ,IZ,IZ
2017,2017,1993,23,F,IZ,IZ,IZ
2017,2017,2015,2,F,IZ,IZ,IZ
2017,2017,1977,40,M,IZ,IZ,IZ
2017,2017,2013,3,M,IZ,IZ,IZ
2017,2017,2006,11,F,IZ,IZ,IZ
2017,2017,1988,29,F,IZ,IZ,IZ
2017,2017,1981,36,F,IZ,IZ,IZ
2017,2017,1979,38,M,IZ,TU,IZ
2017,2017,1981,36,M,IZ,TU,IZ
2017,2017,1982,35,F,IZ,TU,IZ
2017,2017,2007,10,M,IZ,TU,IZ
2017,2017,2005,12,F,IZ,TU,IZ
2017,2017,2009,8,F,IZ,TU,IZ
2017,2017,1997,20,M,IZ,TU,IZ
2017,2017,1984,33,F,IZ,IZ,IZ
2017,2017,2007,10,F,IZ,IZ,IZ
2017,2017,2009,8,F,IZ,IZ,IZ
2017,2017,2012,5,F,IZ,IZ,IZ
2017,2017,1993,24,F,IZ,IZ,IZ
2017,2017,1991,25,F,IZ,IZ,IZ
2017,2017,1987,29,F,IZ,IZ,IZ
2017,2017,1963,54,F,IZ,TU,IZ
2017,2017,2000,16,F,IZ,TU,IZ
2017,2017,1986,31,M,IZ,IZ,IZ
2017,2017,1991,26,F,IZ,IZ,IZ
2017,2016,1960,56,F,IZ,IZ,IZ
2017,2016,1983,33,M,IZ,IZ,IZ
2017,2016,1951,65,M,IZ,IZ,IZ
2017,2016,1940,76,M,IZ,IZ,IZ
2017,2016,2012,4,M,IZ,IZ,IZ
2017,2016,1987,30,F,IZ,IZ,IZ
2017,2016,1976,40,M,IZ,IZ,IZ
2017,2016,2011,5,M,IZ,IZ,IZ
2017,2016,1995,21,F,IZ,TU,IZ
2017,2016,1993,23,M,IZ,TU,IZ
2017,2016,1976,40,M,IZ,IZ,IZ
2017,2016,1984,32,F,IZ,IZ,IZ
2017,2016,2011,5,M,IZ,IZ,IZ
2017,2016,2005,12,M,IZ,IZ,IZ
2017,2016,1986,30,M,IZ,IZ,IZ
2017,2016,2010,6,M,IZ,TU,IZ
2017,2016,1999,18,M,IZ,TU,IZ
2017,2016,1974,43,F,IZ,TU,IZ
2017,2016,1995,21,F,IZ,TU,IZ
2017,2016,1995,22,M,IZ,JO,IZ
2017,2016,1949,67,F,IZ,IZ,IZ
2017,2016,1952,65,M,IZ,IZ,IZ
2017,2016,1986,30,M,IZ,AU,IZ
2017,2016,1967,49,M,IZ,TU,IZ
2017,2016,1969,48,M,IZ,TU,IZ
2017,2016,2000,17,M,IZ,TU,IZ
2017,2016,2001,15,F,IZ,TU,IZ
2017,2016,1954,62,M,IZ,IZ,IZ
2017,2016,1952,64,F,IZ,IZ,IZ
2017,2016,1962,54,M,IZ,IZ,IZ
2017,2016,1973,43,F,IZ,IZ,IZ
2017,2016,1997,19,F,IZ,IZ,IZ
2017,2016,2000,16,M,IZ,IZ,IZ
2017,2016,2007,10,F,IZ,IZ,IZ
2017,2016,1974,42,M,IZ,IZ,IZ
2017,2016,2002,15,M,IZ,IZ,IZ
2017,2016,1977,40,F,IZ,IZ,IZ
2017,2016,2004,13,M,IZ,IZ,IZ
2017,2016,2014,2,F,IZ,IZ,IZ
2017,2016,1991,26,F,IZ,IZ,IZ
2017,2016,1986,31,M,IZ,IZ,IZ
2017,2016,2013,4,M,IZ,IZ,IZ
2017,2016,2014,3,M,IZ,IZ,IZ
2017,2016,2015,2,F,IZ,IZ,IZ
2017,2016,1981,36,M,IZ,IZ,IZ
2017,2016,2013,4,M,IZ,IZ,IZ
2017,2016,1982,35,F,IZ,IZ,IZ
2017,2016,2009,8,F,IZ,IZ,IZ
2017,2016,2014,3,F,IZ,IZ,IZ
2017,2016,1989,28,M,IZ,JO,IZ
2017,2016,2007,9,M,IZ,JO,IZ
2017,2016,1978,39,F,IZ,JO,IZ
2017,2016,1997,20,F,IZ,JO,IZ
2017,2016,1999,17,M,IZ,JO,IZ
2017,2016,2001,15,M,IZ,JO,IZ
2017,2016,2004,13,F,IZ,JO,IZ
2017,2016,2009,8,M,IZ,JO,IZ
2017,2016,1977,40,M,IZ,JO,IZ
2017,2016,1986,31,F,IZ,JO,IZ
2017,2016,2005,12,M,IZ,JO,IZ
2017,2016,2006,10,F,IZ,JO,IZ
2017,2016,2012,4,M,IZ,JO,IZ
2017,2016,1984,32,F,IZ,TU,IZ
2017,2016,2003,13,F,IZ,TU,IZ
2017,2016,1983,33,M,IZ,TU,IZ
2017,2016,1971,45,F,IZ,IZ,IZ
2017,2016,1997,19,F,IZ,IZ,IZ
2017,2016,1966,50,M,IZ,IZ,IZ
2017,2016,2006,11,F,IZ,IZ,IZ
2017,2016,2009,7,M,IZ,IZ,IZ
2017,2016,2003,13,M,IZ,IZ,IZ
2017,2016,2001,15,F,IZ,IZ,IZ
2017,2017,1988,29,M,IZ,TU,IZ
2017,2017,1971,46,M,IZ,IZ,IZ
2017,2017,1977,40,F,IZ,IZ,IZ
2017,2017,1997,20,M,IZ,IZ,IZ
2017,2017,2016,1,F,IZ,IZ,IZ
2017,2017,1942,75,M,IZ,IZ,IZ
2017,2017,1953,64,F,IZ,IZ,IZ
2017,2017,1988,29,M,IZ,IZ,DC
2017,2017,1981,37,M,IZ,IZ,IZ
2017,2017,1993,24,F,IZ,IZ,IZ
2017,2017,1960,57,M,IZ,IZ,IZ
2017,2017,1961,56,F,IZ,IZ,IZ
2017,2017,1995,22,M,IZ,IZ,IZ
2017,2017,1995,22,F,IZ,IZ,IZ
2017,2017,1958,60,M,IZ,IZ,IZ
2017,2017,1966,51,F,IZ,IZ,IZ
2017,2017,1997,20,F,IZ,IZ,IZ
2017,2017,2007,10,F,IZ,IZ,IZ
2017,2017,1991,26,M,IZ,IZ,IZ
2017,2017,2014,3,M,JO,JO,SY
2017,2017,2012,4,M,JO,JO,SY
2017,2016,2015,2,F,JO,JO,SY
2017,2017,2013,4,F,KE,KE,ET
2017,2017,2014,2,M,KE,KE,ET
2017,2017,2010,7,F,KE,KE,ET
2017,2016,2014,3,M,KE,KE,SO
2017,2016,2007,10,F,KE,KE,SO
2017,2016,2004,12,F,KE,KE,SO
2017,2016,2005,11,F,KE,KE,SO
2017,2016,2009,8,F,KE,KE,SO
2017,2016,2011,6,F,KE,KE,SO
2017,2016,2013,3,M,KE,KE,ET
2017,2016,2015,1,M,KE,KE,ET
2017,2016,2013,4,F,KE,KE,SU
2017,2016,2008,8,F,KE,KE,SU
2017,2016,2000,17,F,KE,KE,SO
2017,2016,2005,12,M,KE,KE,SO
2017,2016,2006,10,M,KE,KE,SO
2017,2016,2002,14,M,KE,KE,SO
2017,2016,1995,22,M,KE,KE,SO
2017,2016,2014,2,F,KE,KE,SU
2017,2016,2010,6,F,KE,KE,SU
2017,2016,2008,8,M,KE,KE,SO
2017,2016,2005,11,M,KE,KE,SO
2017,2016,2004,13,F,KE,KE,SO
2017,2016,2016,1,M,KE,KE,SO
2017,2016,2012,4,M,KE,KE,SO
2017,2016,2014,3,F,KE,KE,SO
2017,2016,1994,23,M,KE,KE,SO
2017,2016,2008,9,F,KE,KE,SO
2017,2016,2012,4,M,KE,KE,SO
2017,2016,2010,6,M,KE,KE,SO
2017,2017,1997,21,M,KE,KE,SO
2017,2017,2002,16,F,KE,KE,SO
2017,2017,2003,15,M,KE,KE,SO
2017,2017,1997,21,F,KE,KE,SU
2017,2017,2000,18,M,KE,KE,SU
2017,2017,1994,24,M,KE,KE,SU
2017,2017,2013,4,M,KE,KE,SU
2017,2017,2010,7,M,KE,KE,SU
2017,2017,2008,9,F,KE,KE,SU
2017,2017,2012,5,F,KE,KE,SO
2017,2017,2014,4,F,KE,KE,SO
