FY of Arrival,CY of Arrival,CY of birth,Age at Arrival,Gender,Country of Birth,Arrival From,Nativity/Culture
2013,2013,1984,29,F,IZ,IZ,IZ
2013,2013,2007,6,F,IZ,IZ,IZ
2013,2013,1984,29,M,IZ,IZ,IZ
2013,2013,1948,65,F,IZ,IZ,IZ
2013,2013,1966,48,M,IZ,IZ,IZ
2013,2013,1968,45,F,IZ,IZ,IZ
2013,2013,1997,16,M,IZ,IZ,IZ
2013,2013,1989,24,M,IZ,TU,IZ
2013,2013,1963,50,M,IZ,TU,IZ
2013,2013,2013,0,M,IZ,TU,IZ
2013,2013,1998,15,F,IZ,TU,IZ
2013,2013,2004,10,F,IZ,TU,IZ
2013,2013,2007,6,M,IZ,TU,IZ
2013,2013,1971,42,F,IZ,TU,IZ
2013,2013,2002,11,F,IZ,IZ,IZ
2013,2013,2007,6,F,IZ,IZ,IZ
2013,2013,1997,17,M,IZ,IZ,IZ
2013,2013,1973,40,M,IZ,IZ,IZ
2013,2013,1976,37,F,IZ,IZ,IZ
2013,2013,1963,50,M,IZ,IZ,IZ
2013,2013,1993,20,F,IZ,IZ,IZ
2013,2013,1998,15,M,IZ,IZ,IZ
2013,2013,2001,12,F,IZ,IZ,IZ
2013,2013,2003,10,F,IZ,IZ,IZ
2013,2013,2011,2,M,IZ,IZ,IZ
2013,2013,2001,12,F,IZ,IZ,IZ
2013,2013,1966,47,M,IZ,IZ,IZ
2013,2013,1959,54,M,IZ,JO,IZ
2013,2013,1970,43,F,IZ,JO,IZ
2013,2013,1991,23,F,IZ,JO,IZ
2013,2013,1985,29,M,IZ,TU,IZ
2013,2013,1987,26,F,IZ,TU,IZ
2013,2013,2009,4,M,IZ,TU,IZ
2013,2013,1984,29,M,IZ,JO,IZ
2013,2013,1984,29,F,IZ,JO,IZ
2013,2013,1988,25,F,IZ,IZ,IZ
2013,2013,1983,30,M,IZ,IZ,IZ
2013,2013,1991,22,M,IZ,IZ,IZ
2013,2013,1990,23,M,IZ,IZ,IZ
2013,2013,1991,22,F,IZ,IZ,IZ
2013,2013,1979,35,M,IZ,EG,IZ
2013,2013,2003,10,M,IZ,EG,IZ
2013,2013,1984,30,F,IZ,EG,IZ
2013,2013,1981,33,F,IZ,JO,IZ
2013,2013,1980,33,M,IZ,JO,IZ
2013,2013,2004,9,F,IZ,JO,IZ
2013,2013,2009,5,M,IZ,JO,IZ
2013,2013,2012,2,F,IZ,JO,IZ
2013,2013,1977,37,F,IZ,,IZ
2013,2013,1978,36,M,IZ,,IZ
2013,2013,1971,42,F,IZ,IZ,IZ
2013,2013,1978,35,M,IZ,IZ,IZ
2013,2013,1985,29,F,IZ,IZ,IZ
2013,2013,2005,8,M,IZ,IZ,IZ
2013,2013,2009,5,M,IZ,IZ,IZ
2013,2013,2013,0,F,IZ,IZ,IZ
2013,2013,1972,41,M,IZ,IZ,IZ
2013,2013,1979,34,F,IZ,IZ,IZ
2013,2013,2005,8,F,IZ,IZ,IZ
2013,2013,2006,7,F,IZ,IZ,IZ
2013,2013,2010,3,F,IZ,IZ,IZ
2013,2013,1968,45,M,IZ,LE,IZ
2013,2013,1976,37,F,IZ,LE,IZ
2013,2013,2007,6,F,IZ,LE,IZ
2013,2013,2012,1,F,IZ,LE,IZ
2013,2013,1946,67,M,IZ,TU,IZ
2013,2013,1956,57,F,IZ,TU,IZ
2013,2012,2009,3,F,JO,JO,IZ
2013,2012,1968,44,F,JO,JO,IZ
2013,2012,2011,2,F,JO,JO,IZ
2013,2012,2007,6,M,JO,JO,IZ
2013,2013,1993,19,F,JO,JO,IZ
2013,2013,1996,17,M,JO,JO,IZ
2013,2013,1999,14,F,JO,JO,IZ
2013,2013,2007,6,M,JO,JO,IZ
2013,2013,2001,12,F,JO,JO,IZ
2013,2013,2005,8,M,JO,JO,IZ
2013,2013,2002,10,F,JO,JO,IZ
2013,2013,2007,5,M,JO,JO,IZ
2013,2013,2009,4,M,JO,JO,IZ
2013,2013,2008,4,M,JO,JO,IZ
2013,2013,2003,10,F,JO,JO,IZ
2013,2013,2004,9,F,JO,JO,IZ
2013,2013,2002,11,F,JO,JO,IZ
2013,2012,2008,4,M,KE,KE,SO
2013,2012,2010,2,M,KE,KE,SO
2013,2013,2010,3,F,KE,KE,SO
2013,2013,2012,1,F,KE,KE,ET
2013,2013,2003,10,F,KE,SF,SO
2013,2013,2003,11,F,KE,KE,SO
2013,2012,1979,33,F,KN,TH,KN
2013,2012,1972,40,F,KN,TH,KN
2013,2013,1990,23,M,KN,TH,KN
2013,2012,1969,44,F,KU,JO,IZ
2013,2012,1958,55,M,KU,JO,IZ
2013,2012,1974,39,M,KU,JO,IZ
2013,2012,1978,34,M,KU,JO,IZ
2013,2013,1970,42,F,KU,JO,IZ
2013,2013,1981,32,M,KU,SY,IZ
2013,2013,1984,29,F,KU,SY,IZ
2013,2013,1990,23,M,KU,JO,IZ
2013,2013,1987,26,F,KU,JO,IZ
2013,2013,1983,30,M,KU,JO,IZ
2013,2013,1985,28,M,KU,SY,IZ
2013,2013,1981,32,F,KU,IZ,IZ
2013,2013,2012,1,M,LE,LE,IZ
2013,2012,2010,3,F,LI,TS,SO
2013,2012,1992,21,M,LY,EG,SU
2013,2012,1997,16,M,LY,EG,SU
2013,2012,2000,13,F,LY,EG,SU
2013,2012,1993,20,M,LY,EG,SU
2013,2012,1989,23,M,LY,EG,SU
2013,2012,1999,13,F,LY,EG,SU
2013,2012,1990,23,M,LY,EG,SU
2013,2012,1987,26,M,LY,EG,SU
2013,2013,2011,2,M,LY,TS,SU
2013,2013,2006,7,M,LY,EG,SU
2013,2013,2010,3,F,LY,EG,SU
2013,2013,2008,5,F,LY,EG,SU
2013,2013,1995,17,F,LY,EG,SU
2013,2013,2001,12,M,LY,EG,SU
2013,2013,1987,26,M,LY,EG,SU
2013,2013,1986,28,M,LY,EG,SU
2013,2013,1981,32,F,MA,TS,MA
2013,2013,2005,8,F,MD,MD,UP
2013,2013,2007,6,M,MD,MD,UP
2013,2013,1996,17,F,MD,MD,UP
2013,2013,1997,16,F,MD,MD,UP
2013,2013,1998,14,F,MD,MD,UP
2013,2013,2001,12,F,MD,MD,UP
2013,2013,2003,9,M,MD,MD,UP
2013,2012,1988,25,M,MY,MY,BM
2013,2012,2010,2,M,MY,MY,CN
2013,2012,2008,4,M,MY,MY,CN
2013,2012,2003,9,M,MY,MY,BM
2013,2012,2008,5,F,MY,MY,BM
2013,2012,1995,17,F,MY,MY,BM
2013,2012,1999,14,M,MY,MY,BM
2013,2013,1981,31,M,MY,MY,BM
2013,2013,2012,1,M,MY,MY,KC
2013,2013,2012,1,M,MY,MY,KC
2013,2013,2007,6,M,MY,MY,BM
2013,2013,2012,1,M,MY,MY,CN
2013,2012,2001,12,M,NP,NP,BT
2013,2012,1995,18,F,NP,NP,BT
2013,2012,2004,8,F,NP,NP,BT
2013,2012,2008,4,F,NP,NP,BT
2013,2012,1995,18,F,NP,NP,BT
2013,2012,2002,10,M,NP,NP,BT
2013,2012,2003,9,F,NP,NP,BT
2013,2012,1998,15,M,NP,NP,BT
2013,2012,2003,9,F,NP,NP,BT
2013,2013,2000,12,F,NP,NP,BT
2013,2013,2000,13,F,NP,NP,BT
2013,2013,1996,17,M,NP,NP,BT
2013,2013,2005,7,M,NP,NP,BT
2013,2013,2005,8,M,NP,NP,BT
2013,2013,2008,4,M,NP,NP,BT
2013,2012,1992,21,F,NP,NP,BT
2013,2013,1999,13,F,NP,NP,BT
2013,2013,2010,3,F,NP,NP,BT
2013,2013,2010,3,M,NP,NP,BT
2013,2013,1995,18,F,NP,NP,BT
2013,2013,1998,15,M,NP,NP,BT
2013,2013,1995,17,F,NP,NP,BT
2013,2013,1995,17,M,NP,NP,BT
2013,2013,1996,17,F,NP,NP,BT
2013,2013,2005,7,M,NP,NP,BT
2013,2013,1999,13,F,NP,NP,BT
2013,2013,2002,10,F,NP,NP,BT
2013,2013,1992,21,F,NP,NP,BT
2013,2013,1994,19,M,NP,NP,NP
2013,2013,1995,17,M,NP,NP,NP
2013,2013,2001,12,F,NP,NP,BT
2013,2013,2009,4,F,NP,NP,BT
2013,2013,1952,61,M,NP,NP,NP
2013,2013,1968,45,F,NP,NP,BT
2013,2013,2001,12,M,NP,NP,BT
2013,2013,1989,23,F,NP,NP,
2013,2013,1996,17,F,NP,NP,BT
2013,2013,1998,15,F,NP,NP,BT
2013,2013,2002,11,M,NP,NP,BT
2013,2013,2003,10,M,NP,NP,BT
2013,2013,2007,6,F,NP,NP,BT
2013,2013,2001,12,M,NP,NP,BT
2013,2013,2003,10,F,NP,NP,BT
2013,2013,1998,15,M,NP,NP,BT
2013,2013,1980,33,F,NP,NP,BT
2013,2013,1995,18,M,NP,NP,BT
2013,2013,2012,1,F,NP,NP,BT
2013,2013,2011,3,M,NP,NP,BT
2013,2013,1975,38,M,PK,CE,PK
2013,2013,1969,44,M,PK,MM,PK
2013,2012,1972,40,F,RS,RS,RS
2013,2012,1994,19,F,RS,RS,RS
2013,2012,1999,14,M,RS,RS,RS
2013,2013,1968,45,M,RS,MD,UP
2013,2012,2005,7,M,SF,SF,SO
2013,2012,2010,2,F,SF,SF,SO
2013,2012,2006,6,F,SF,SF,SO
2013,2012,2005,7,F,SF,SF,SO
2013,2012,2008,4,F,SF,SF,SO
2013,2012,2009,4,F,SF,SF,SO
2013,2012,2007,5,F,SF,SF,SO
2013,2012,2003,9,M,SF,SF,SO
2013,2012,2010,3,M,SF,SF,SO
2013,2013,2008,5,F,SF,SF,SO
2013,2013,2007,6,M,SF,SF,SO
2013,2013,2011,2,F,SF,SF,SO
2013,2013,2005,8,M,SF,SF,SO
2013,2013,2003,10,M,SF,SF,SO
2013,2013,2005,8,M,SF,SF,SO
2013,2013,2006,7,M,SF,SF,SO
2013,2013,1967,46,M,SO,UG,SO
2013,2013,1980,33,F,SO,UG,SO
2013,2013,2003,9,F,SO,UG,SO
2013,2012,1955,58,F,SO,UG,SO
2013,2012,1992,21,F,SO,UG,SO
2013,2012,1998,15,M,SO,UG,SO
2013,2012,2000,13,M,SO,UG,SO
2013,2012,1988,25,M,SO,TS,SO
2013,2013,1995,18,M,SO,UG,SO
2013,2013,1969,44,F,SO,ET,SO
2013,2013,1988,25,F,SO,UG,SO
2013,2013,1961,52,M,SO,DJ,SO
2013,2013,1974,39,F,SO,DJ,SO
2013,2013,1995,18,M,SO,KE,SO
2013,2013,1983,30,F,SO,YM,SO
2013,2013,1999,14,M,SO,YM,SO
2013,2012,1971,42,M,SO,ET,SO
2013,2013,1971,42,M,SO,DJ,SO
2013,2013,1984,29,M,SO,TS,SO
2013,2012,1981,32,F,SO,ET,SO
2013,2012,1994,18,M,SO,TU,SO
2013,2012,1988,25,M,SO,ET,SO
2013,2012,1972,41,M,SO,TS,SO
2013,2013,1980,33,F,SO,UG,SO
2013,2013,2011,1,M,SO,UG,SO
2013,2012,2006,7,M,SO,EG,SO
2013,2012,1990,22,M,SO,MY,SO
2013,2012,1964,48,M,SO,TS,SO
2013,2012,1972,40,M,SO,EG,SO
2013,2012,2002,10,M,SO,EG,SO
2013,2012,2004,9,M,SO,EG,SO
2013,2013,1976,37,F,SO,ET,SO
2013,2013,1971,42,M,SO,ET,SO
2013,2013,2004,9,F,SO,ET,SO
2013,2013,2005,7,M,SO,ET,SO
2013,2013,2007,6,F,SO,ET,SO
2013,2013,2008,5,M,SO,ET,SO
2013,2013,2011,1,F,SO,ET,SO
2013,2012,1980,33,F,SO,SF,SO
2013,2012,1966,47,F,SO,EG,SO
2013,2012,1992,20,M,SO,EG,SO
2013,2012,1993,19,M,SO,EG,SO
2013,2012,1995,18,M,SO,EG,SO
2013,2012,1997,15,M,SO,EG,SO
2013,2012,1998,14,M,SO,EG,SO
2013,2012,2000,13,M,SO,EG,SO
2013,2012,2006,7,F,SO,EG,SO
2013,2012,1981,32,F,SO,KE,SO
2013,2012,1991,22,M,SO,KE,SO
2013,2012,1957,56,M,SO,KE,SO
2013,2012,1988,25,M,SO,KE,SO
2013,2012,1995,18,F,SO,KE,SO
2013,2012,1997,16,F,SO,KE,SO
2013,2012,1990,23,M,SO,UG,SO
2013,2012,1986,27,F,SO,KE,SO
2013,2012,1980,33,M,SO,ET,SO
2013,2012,1982,31,F,SO,ET,SO
2013,2012,1983,30,F,SO,ET,SO
2013,2012,1953,60,F,SO,ET,SO
2013,2012,1992,21,F,SO,ET,SO
2013,2012,1985,28,F,SO,ET,SO
2013,2012,1992,21,F,SO,SF,SO
2013,2012,2010,2,F,SO,SF,SO
2013,2012,2011,1,F,SO,SF,SO
2013,2012,1978,35,M,SO,DJ,SO
2013,2012,2003,10,M,SO,KE,SO
2013,2012,1975,38,M,SO,TS,SO
2013,2012,1972,40,M,SO,TS,SO
2013,2012,1986,27,M,SO,TS,SO
2013,2012,1988,25,F,SO,ET,SO
2013,2012,1986,27,M,SO,ET,SO
2013,2012,1985,28,M,SO,TS,SO
2013,2012,1992,21,M,SO,TH,SO
2013,2012,1969,43,M,SO,UG,SO
2013,2012,1999,13,M,SO,SF,SO
2013,2012,1980,33,F,SO,SF,SO
2013,2012,1984,29,M,SO,KE,SB
2013,2012,1974,38,M,SO,SF,SO
2013,2012,2000,13,F,SO,SO,SO
2013,2012,1966,47,F,SO,ET,SO
2013,2012,1957,56,F,SO,KE,SO
2013,2012,1987,26,M,SO,ET,SB
2013,2012,1988,25,M,SO,UG,SO
2013,2012,1984,29,M,SO,TS,SO
2013,2012,1988,25,M,SO,TS,SO
2013,2012,1986,27,M,SO,TS,SO
2013,2012,1986,27,F,SO,TS,SO
2013,2012,1988,25,F,SO,UG,SO
2013,2013,1985,27,F,SO,ET,SO
2013,2013,2008,4,F,SO,ET,SO
2013,2013,2010,3,M,SO,ET,SO
2013,2013,1960,53,F,SO,ET,SO
2013,2013,1992,21,M,SO,ET,SO
2013,2013,1997,16,M,SO,ET,SO
2013,2013,1967,46,F,SO,ET,SO
2013,2013,1995,18,F,SO,ET,SO
2013,2013,1996,17,F,SO,ET,SO
2013,2013,1997,16,M,SO,ET,SO
2013,2013,2000,13,F,SO,ET,SO
2013,2013,2002,11,F,SO,ET,SO
2013,2013,2004,8,M,SO,ET,SO
2013,2013,1990,23,F,SO,UG,SO
2013,2013,1986,27,F,SO,ET,SO
2013,2013,1984,29,M,SO,ET,SO
2013,2013,1988,25,M,SO,ET,SO
2013,2013,1988,25,F,SO,ET,SO
2013,2013,1977,36,F,SO,KE,SO
2013,2013,1994,19,M,SO,KE,SO
2013,2013,1997,15,F,SO,KE,SO
2013,2013,1999,14,M,SO,KE,SO
2013,2013,2002,11,M,SO,KE,SO
2013,2013,2004,8,F,SO,KE,SO
2013,2013,1990,22,M,SO,KE,SO
2013,2013,1998,15,M,SO,KE,SO
2013,2013,1980,33,F,SO,SF,SO
2013,2013,1966,47,M,SO,UG,SO
2013,2013,1997,16,M,SO,UG,SO
2013,2013,1988,25,F,SO,UG,SO
2013,2013,1982,31,M,SO,MLT,SO
2013,2013,1989,24,M,SO,KE,SO
2013,2013,1986,27,M,SO,UG,SO
2013,2013,1987,26,F,SO,UG,SO
2013,2013,1964,49,F,SO,UG,SO
2013,2013,1990,23,F,SO,UG,SO
2013,2013,1991,22,M,SO,UG,SO
2013,2013,1991,22,F,SO,UG,SO
2013,2013,1955,58,F,SO,SF,SO
2013,2013,1975,38,F,SO,UG,SO
2013,2013,1996,17,M,SO,UG,SO
2013,2013,1997,16,F,SO,UG,SO
2013,2013,1998,15,M,SO,UG,SO
2013,2013,1999,14,F,SO,UG,SO
2013,2013,2003,10,F,SO,UG,SO
2013,2013,1967,46,M,SO,ET,SO
2013,2013,1982,31,F,SO,ET,SO
2013,2013,1977,36,F,SO,ET,SO
2013,2013,1999,14,F,SO,ET,SO
2013,2013,1998,15,M,SO,ET,SO
2013,2013,2001,12,M,SO,ET,SO
2013,2013,2002,11,F,SO,ET,SO
2013,2013,2003,10,M,SO,ET,SO
2013,2013,2004,9,M,SO,ET,SO
2013,2013,2005,8,M,SO,ET,SO
2013,2013,1987,26,F,SO,UG,SO
2013,2013,1990,23,F,SO,SF,SO
2013,2013,1988,25,M,SO,ET,SO
2013,2013,1987,26,F,SO,MLT,SO
2013,2013,1982,31,M,SO,ET,SO
2013,2013,1983,29,M,SO,TS,SO
2013,2013,1980,33,M,SO,ET,SO
2013,2013,1982,31,F,SO,ET,SO
2013,2013,1979,34,M,SO,SF,SO
2013,2013,1985,28,F,SO,SF,SO
2013,2013,1990,23,M,SO,UG,SO
2013,2013,1986,27,M,SO,UG,SO
2013,2013,1981,32,F,SO,EG,SO
2013,2013,1965,49,M,SO,UG,SO
2013,2013,1987,26,M,SO,TS,SO
2013,2013,1992,21,F,SO,KE,SO
2013,2013,1973,41,F,SO,ET,SO
2013,2013,1963,51,M,SO,ET,SO
2013,2013,1976,38,M,SO,KE,SO
2013,2013,1972,42,M,SO,KE,SO
2013,2013,1970,44,F,SO,UG,SO
2013,2013,1994,20,F,SO,UG,SO
2013,2013,1998,16,F,SO,UG,SO
2013,2013,2001,13,M,SO,UG,SO
2013,2013,1978,35,M,SO,TS,SO
2013,2013,1968,46,F,SO,UG,SO
2013,2013,1994,20,M,SO,UG,SO
2013,2013,1995,18,M,SO,UG,SO
2013,2013,1996,17,M,SO,UG,SO
2013,2013,1998,16,M,SO,UG,SO
2013,2013,1985,28,M,SO,MLT,SO
2013,2013,1997,16,F,SO,TH,SO
2013,2013,1964,50,M,SO,SF,SO
2013,2013,1969,45,F,SO,SF,SO
2013,2013,1994,19,M,SO,SF,SO
2013,2013,1963,51,F,SO,KE,SO
2013,2013,1996,18,M,SO,KE,SO
2013,2013,1962,52,M,SO,ET,SO
2013,2013,1991,22,M,SO,ET,SO
2013,2013,1963,51,F,SO,ET,SO
2013,2013,1990,24,F,SO,KE,SO
2013,2013,1963,51,M,SO,ET,SO
2013,2013,1966,48,F,SO,ET,SO
2013,2013,1984,30,M,SO,TS,SO
2013,2012,1976,37,M,SU,TS,SU
2013,2012,1988,24,M,SU,TS,SU
2013,2012,1995,18,F,SU,EG,ER
2013,2013,1990,23,M,SU,TS,SU
2013,2012,1971,41,M,SU,TS,SU
2013,2012,1974,39,M,SU,TS,SU
2013,2012,1977,36,M,SU,TS,SU
2013,2012,1985,28,M,SU,EG,SU
2013,2012,1989,24,M,SU,TS,SU
2013,2012,1982,30,M,SU,TS,SU
2013,2012,1959,54,M,SU,EG,SU
2013,2012,1966,47,F,SU,EG,SU
2013,2012,1979,34,M,SU,TS,SU
2013,2012,1960,53,M,SU,EG,SU
2013,2012,1975,38,M,SU,TS,SU
2013,2012,1984,28,F,SU,TS,SU
2013,2012,2011,2,M,SU,TS,SU
2013,2012,1981,32,M,SU,TS,SU
2013,2012,1989,24,M,SU,LE,IZ
2013,2013,1991,22,M,SU,ET,SO
2013,2013,1979,34,M,SU,TS,SU
2013,2013,1994,19,M,SU,TS,SU
2013,2013,1972,41,M,SU,TS,SU
2013,2013,1982,31,M,SU,TS,SU
2013,2013,1976,37,M,SU,TS,SU
2013,2013,1987,25,M,SU,TS,SU
2013,2013,1976,37,M,SU,TS,SU
2013,2013,1984,29,M,SU,TS,SU
2013,2013,1983,30,F,SU,EG,SU
2013,2013,1989,24,M,SU,GH,SU
2013,2013,1975,38,M,SU,EG,SU
2013,2013,1985,28,F,SU,EG,SU
2013,2013,1973,39,M,SU,TS,SU
2013,2013,1960,53,M,SU,EG,SU
2013,2013,1997,16,F,SU,EG,SU
2013,2013,2001,12,M,SU,EG,SU
2013,2013,1973,40,F,SU,EG,SU
2013,2013,1971,42,M,SU,TS,SU
2013,2013,1984,29,M,SU,TS,SU
2013,2013,1982,31,M,SU,TS,SU
2013,2013,1990,23,M,SU,GH,SU
2013,2013,1969,44,M,SU,GH,SU
2013,2013,1952,61,M,SU,EG,SU
2013,2013,1964,49,F,SU,EG,SU
2013,2013,1988,25,M,SU,JO,SU
2013,2013,1958,55,M,SU,TS,SU
2013,2013,1988,26,M,SU,TS,SU
2013,2013,1983,31,M,SU,LE,SU
2013,2013,1965,49,M,SU,EG,SU
2013,2013,1988,25,M,SU,EG,SU
2013,2013,1986,28,M,SU,EG,SU
2013,2013,1991,22,F,SU,SU,SU
2013,2013,2009,4,F,SU,SU,SU
2013,2013,2009,4,F,SU,SU,SU
2013,2013,1993,21,F,SU,SU,SU
2013,2013,1945,69,M,SU,,SU
2013,2013,1983,31,M,SU,TU,SU
2013,2013,1984,29,M,SU,,SU
2013,2013,1998,16,M,SU,EG,SU
2013,2013,1982,32,M,SU,EG,SU
2013,2013,1984,30,F,SU,EG,SU
2013,2013,2006,8,F,SU,EG,SU
2013,2013,2008,6,M,SU,EG,SU
2013,2013,2009,5,F,SU,EG,SU
2013,2013,1980,33,M,SU,EG,SU
2013,2013,1982,32,M,SU,EG,SU
2013,2013,1985,29,M,SU,EG,SU
2013,2013,1972,42,M,SU,EG,SU
2013,2013,1977,37,M,SU,EG,SU
2013,2013,2009,3,F,SY,SY,IZ
2013,2013,2006,7,M,SY,IZ,IZ
2013,2013,2006,7,M,SY,IZ,IZ
2013,2012,1993,19,F,TH,MY,KA
2013,2012,1992,20,F,TH,MY,KA
2013,2013,2003,10,M,TH,TH,BM
2013,2013,1997,16,F,TH,TH,BM
2013,2013,2006,6,M,TH,TH,BM
2013,2013,1999,13,M,TH,TH,BM
2013,2012,1991,22,M,TH,TH,KA
2013,2012,1991,21,F,TH,TH,KA
2013,2012,1998,14,F,TH,TH,KA
2013,2012,2002,11,M,TH,TH,KA
2013,2012,2004,9,M,TH,TH,KA
2013,2012,1990,23,F,TH,TH,KA
2013,2012,2011,2,M,TH,TH,KA
2013,2013,2009,4,M,TH,TH,BM
2013,2012,1998,15,F,TH,TH,BM
2013,2012,2002,11,F,TH,TH,BM
2013,2012,2007,6,M,TH,TH,BM
2013,2012,2010,3,M,TH,TH,BM
2013,2012,1992,21,F,TH,TH,KA
2013,2012,2006,6,M,TH,TH,KA
2013,2012,1971,42,M,TH,TH,BM
2013,2012,2004,9,M,TH,TH,KA
2013,2012,2006,6,M,TH,TH,KA
2013,2012,2005,7,M,TH,TH,KA
2013,2012,2007,5,F,TH,TH,KA
2013,2012,2009,3,M,TH,TH,KA
2013,2012,2011,2,M,TH,TH,KA
2013,2012,2008,4,M,TH,TH,KA
2013,2012,2008,5,F,TH,TH,KA
2013,2012,2010,3,M,TH,TH,KA
2013,2013,2005,7,M,TH,TH,BM
2013,2013,2011,2,M,TH,TH,CE
2013,2013,2000,12,M,TH,TH,KA
2013,2013,2008,5,F,TH,TH,KA
2013,2013,2001,12,F,TH,TH,KA
2013,2013,2004,9,F,TH,TH,KA
2013,2013,2009,4,M,TH,TH,KA
2013,2013,2010,2,M,TH,TH,KA
2013,2013,2007,6,M,TH,TH,KA
2013,2013,2011,2,F,TH,TH,KA
2013,2013,2012,1,F,TH,TH,CE
2013,2013,2000,13,F,TH,TH,KA
2013,2013,1994,19,M,TH,TH,KA
2013,2013,1997,16,M,TH,TH,KA
2013,2013,1986,27,F,TH,TH,KA
2013,2013,2006,7,M,TH,TH,KA
2013,2013,2001,11,F,TH,TH,KA
2013,2013,2004,9,M,TH,TH,KA
2013,2013,2010,3,M,TH,TH,KA
2013,2013,2009,4,F,TH,TH,KA
2013,2013,2001,12,F,TH,TH,KA
2013,2013,2005,8,F,TH,TH,KA
2013,2013,2011,2,M,TH,TH,KA
2013,2013,2004,9,F,TH,TH,KA
2013,2013,2009,4,F,TH,TH,KA
2013,2013,2007,6,M,TH,TH,KA
2013,2013,2010,3,M,TH,TH,CE
2013,2013,2007,6,M,TH,TH,KA
2013,2013,2001,12,M,TH,TH,KA
2013,2013,2004,9,F,TH,TH,KA
2013,2013,2005,8,F,TH,TH,KA
2013,2013,2003,11,F,TH,TH,KA
2013,2013,2005,8,F,TH,TH,KA
2013,2013,2012,1,M,TH,TH,KA
2013,2013,2008,5,M,TH,TH,KA
2013,2013,1991,23,M,TH,TH,KA
2013,2013,2010,4,M,TH,TH,KRI
2013,2013,2006,7,M,TH,TH,KRI
2013,2013,2011,2,M,TH,TH,KRI
2013,2013,2010,4,M,TH,TH,KRI
2013,2013,1999,14,M,TH,TH,KA
2013,2013,2002,12,M,TH,TH,KA
2013,2013,2004,10,M,TH,TH,KA
2013,2013,2006,8,F,TH,TH,KA
2013,2013,2008,6,F,TH,TH,KA
2013,2013,2012,2,F,TH,TH,KA
2013,2012,2012,1,M,TS,TS,SO
2013,2013,2012,1,M,TU,TU,IZ
2013,2013,2012,1,M,TU,TU,IZ
2013,2013,2008,5,F,TZ,TZ,DC
2013,2013,2003,10,M,TZ,TZ,DC
2013,2013,2002,11,M,TZ,TZ,DC
2013,2013,2012,1,M,TZ,TZ,DC
2013,2013,2004,9,M,UG,UG,SO
2013,2013,2005,7,M,UG,UG,SO
2013,2013,2009,4,F,UG,UG,SO
2013,2013,2008,5,M,UG,UG,DC
2013,2013,2010,3,M,UG,UG,DC
2013,2013,2012,1,M,UG,UG,DC
2013,2013,2009,4,F,UG,UG,SO
2013,2013,2010,3,F,UG,UG,SO
2013,2013,2009,3,F,UG,UG,SO
2013,2013,2006,6,M,UG,UG,SO
2013,2013,2008,5,F,UG,UG,SO
2013,2013,2011,1,F,UG,UG,SO
2013,2013,1964,48,F,UP,MD,UP
2013,2013,1977,35,F,VE,VE,VE
2013,2013,1997,15,M,VE,VE,VE
2013,2013,2006,7,F,VE,VE,VE
2013,2013,2002,11,M,YM,YM,SO
2013,2013,2003,10,M,YM,YM,SO
2013,2013,2007,6,F,YM,YM,SO
2013,2013,2010,2,F,YM,YM,SO
2013,2013,2012,0,M,YM,YM,SO
2013,2012,1997,15,M,ZA,TU,IZ
2012,2012,1981,32,M,BT,NP,BT
2012,2012,2006,6,F,KE,KE,SO
2012,2011,1994,18,M,AF,TU,AF
2012,2011,1997,15,F,AF,TU,AF
2012,2011,1995,17,F,AF,TU,AF
2012,2012,1987,25,M,AF,AF,AF
2012,2012,1976,37,F,AF,LO,AF
2012,2012,1992,20,F,AF,LO,AF
2012,2012,1997,15,M,AF,LO,AF
2012,2012,1974,39,F,AF,LO,AF
2012,2012,1993,19,F,AF,LO,AF
2012,2012,1997,15,F,AF,LO,AF
2012,2012,2000,12,M,AF,LO,AF
2012,2012,1946,67,F,AF,LO,AF
2012,2012,1991,21,F,AF,LO,AF
2012,2012,1994,18,F,AF,LO,AF
2012,2012,1996,16,M,AF,LO,AF
2012,2012,2002,10,M,AR,LO,AF
2012,2012,1986,25,M,BM,MY,CN
2012,2012,1992,19,F,BM,TH,KA
2012,2012,1992,20,M,BM,TH,KA
2012,2012,1980,31,M,BM,TH,BM
2012,2012,1985,26,F,BM,TH,BM
2012,2012,2003,9,M,BM,TH,BM
2012,2011,1977,34,M,BM,MY,KA
2012,2011,1971,41,M,BM,TH,KA
2012,2011,1973,39,F,BM,TH,KA
2012,2011,1995,17,M,BM,TH,KA
2012,2011,1991,21,M,BM,TH,KA
2012,2011,1974,37,M,BM,MY,CN
2012,2011,1976,36,F,BM,MY,CN
2012,2011,2003,8,M,BM,MY,CN
2012,2011,2005,6,M,BM,MY,CN
2012,2011,2007,5,M,BM,MY,CN
2012,2011,1978,33,M,BM,MY,CN
2012,2011,1991,20,M,BM,MY,CN
2012,2011,1998,14,M,BM,MY,CN
2012,2011,1972,40,F,BM,MY,CN
2012,2011,1961,50,M,BM,TH,KA
2012,2011,1972,39,F,BM,TH,KA
2012,2011,1992,19,M,BM,TH,KA
2012,2011,1996,16,M,BM,TH,KA
2012,2011,2001,10,M,BM,TH,KA
2012,2011,1968,44,F,BM,MY,KC
2012,2011,1992,20,M,BM,MY,KC
2012,2011,1998,13,F,BM,MY,KC
